mp_id,Formula,IPF,Density,E_above_Hull,G_VRH,K_VRH,Elastic_Anisotropy,poisson_ratio,Y_Modulus
mp-865001,HfScOs2,0.118430811,14.79074753,0.0,93,201,0.0,0.3,241.8
mp-865010,HfGaRu2,0.11011687099999999,12.05564688,0.0,76,196,0.06,0.33,202.16
mp-865023,HfTc2Sb,0.122657901,12.05383818,0.0,92,204,0.09,0.3,239.2
mp-865049,HfMgPd2,0.14875883199999998,9.954600818,0.0,38,127,0.76,0.37,104.12
mp-865091,HfMnRh2,0.11284096699999999,11.46597848,0.0,68,177,0.52,0.33,180.88
mp-865094,HfNbTc2,0.123276724,11.52785011,0.0,92,216,0.34,0.31,241.04
mp-865163,HfBeRh2,0.11906674199999999,11.27534987,0.0,66,213,0.08,0.36,179.52
mp-865165,HfScCo2,0.149066807,9.108180341,0.0,65,130,0.11,0.29,167.7
mp-865174,HfCdRh2,0.169546858,12.20158825,0.0,58,163,0.81,0.34,155.44
mp-865179,Hf2FeOs,0.13636326,15.14416051,0.0,94,196,0.15,0.29,242.52
mp-865209,TmHfOs2,0.14733026300000002,16.758906099999997,0.0,87,185,0.04,0.3,226.2
mp-865785,YbHfIr2,0.162264873,17.00923078,0.0,46,159,0.84,0.37,126.04
mp-866012,Hf2ZnRe,0.132438483,14.06711296,0.0,58,160,0.83,0.34,155.44
mp-866051,HfFe2Sn,0.169396834,11.32282752,0.0,107,179,0.0,0.25,267.5
mp-866062,HfSiRu2,0.095356889,11.45137917,0.0,106,224,0.21,0.3,275.6
mp-866094,HfZnCu2,0.171373461,10.50891644,0.0,43,133,2.19,0.35,116.1
mp-866114,HfTc2W,0.121145535,14.257435599999999,0.0,119,244,0.38,0.29,307.02
mp-866221,HfSnRh2,0.12226240099999999,12.11180429,0.0,-32,179,-6.68,0.59,-101.76
mp-867119,LiHfPd2,0.163727767,10.11668538,0.0,21,117,1.01,0.41,59.22
mp-867300,Rb2Hf2O5,0.56625278,6.696301951000001,0.0,39,87,2.09,0.3,101.4
mp-9321,Ba2HfS4,0.213098908,4.933313512,0.0,30,58,0.51,0.28,76.8
mp-973890,HoHfRu2,0.133853852,12.47885918,0.0,72,168,0.46,0.31,188.64
mp-974943,HfZrTc2,0.122386736,10.93601616,0.0,67,141,0.32,0.29,172.86
mp-9755,HfGeO4,0.600267285,8.265722127,0.0,91,231,0.36,0.33,242.06
mp-977541,Hf2TcOs,0.11729662199999999,15.456555800000002,0.0,87,209,0.2,0.32,229.68
mp-977572,Hf2MnRh,0.120952045,12.89528143,0.0,78,167,0.16,0.3,202.8
mp-9801,HfCoAs,0.12637267800000002,11.54638033,0.0,92,181,0.11,0.28,235.52
mp-983358,HfAlFe2,0.165467431,9.628102428,0.0,91,166,0.01,0.27,231.14
mp-998552,BaHfO3,0.559245282,8.128152024,0.0,103,159,0.05,0.23,253.38
mp-10076,Hf3(NiGe)4,0.134340284,10.68058574,0.0,87,160,0.1,0.27,220.98
mp-1014251,HfZnN2,0.153088026,9.189652946,0.0,86,185,0.78,0.3,223.6
mp-1014252,Hf3ZnN,0.140599692,12.35518868,0.0,90,150,0.17,0.25,225.0
mp-1018714,HfGaCu,0.137644765,10.60248948,0.0,66,137,0.27,0.29,170.28
mp-1018726,HfVGe,0.129667916,10.07849083,0.0,78,146,2.05,0.27,198.12
mp-1029396,SrHfN2,0.21102183800000002,7.206595653,0.0,45,116,2.09,0.33,119.7
mp-10379,Hf3(Cu2Ge)2,0.14700387199999998,10.98268675,0.0,74,143,0.35,0.28,189.44
mp-10457,HfSiPd,0.11791251300000001,10.62009742,0.0,92,169,0.22,0.27,233.68
mp-11869,HfSnPd,0.116515533,10.40380937,0.0,58,122,0.18,0.3,150.8
mp-12571,HfBeSi,0.09634352199999999,8.428040308,0.0,118,148,0.13,0.18,278.48
mp-13472,HfSiRh,0.104006929,10.76733222,0.0,97,190,0.17,0.28,248.32
mp-13962,HfSiSe,0.137166455,8.568019089,0.0,56,83,6.59,0.22,136.64
mp-13963,HfSiTe,0.17728896,8.002290105,0.0,27,31,12.39,0.16,62.64
mp-13964,HfGeTe,0.20873888100000001,9.690570756,0.0,62,95,0.4,0.23,152.52
mp-15963,HfPRu,0.09877023800000001,11.37087531,0.0,95,221,0.12,0.31,248.9
mp-15987,Hf3(Cu2Si)2,0.13404263800000002,10.3019906,0.0,80,148,0.49,0.27,203.2
mp-20192,HfMnSi,0.09668187199999999,9.599635636,0.0,86,162,1.21,0.27,218.44
mp-22258,HfSiMo,0.103660642,10.04908562,0.0,104,189,0.48,0.27,264.16
mp-2960,HfSnRh,0.117414876,11.64392786,0.0,64,147,0.23,0.31,167.68
mp-31383,Hf6CoBi2,0.137081535,13.23415712,0.0,59,112,0.21,0.28,151.04
mp-34579,Na3HfF7,0.207962581,4.047250532,0.0,15,40,1.38,0.33,39.9
mp-38818,HfNbB4,0.10436339,9.032454708,0.0,219,269,0.2,0.18,516.84
mp-4893,Hf2SnC,0.109183241,11.55373762,0.0,86,138,0.12,0.24,213.28
mp-557938,HfVF6,0.095435584,4.077358133,0.0,33,75,6.08,0.31,86.46
mp-567441,HfIN,0.170882421,7.387807546,0.0,12,23,-127.26,0.28,30.72
mp-568346,HfBrN,0.09723618,6.767895149,0.0,18,38,51.8,0.3,46.8
mp-571367,Hf(CoSi)2,0.11494683,8.748421437000001,0.0,106,190,0.09,0.27,269.24
mp-7032,HfMoP,0.11021265,10.709118199999999,0.0,121,208,0.06,0.26,304.92
mp-754128,Ba3Hf2O7,0.542509516,7.531869925,0.0,71,124,0.23,0.26,178.92
mp-754363,Ba2HfO4,0.532396961,7.165757046,0.0,60,110,0.28,0.27,152.4
mp-7916,HfSiS,0.121311998,7.898134801,0.0,92,135,0.18,0.22,224.48
mp-7917,HfGeSe,0.154490442,9.575608495,0.0,74,112,0.18,0.23,182.04
mp-7918,HfGeS,0.139338715,8.927945661,0.0,82,127,0.12,0.24,203.36
mp-862684,LiHf2Os,0.135668418,13.175317499999998,0.0,54,147,0.05,0.34,144.72
mp-864671,HfAlRh2,0.116593965,10.87105434,0.0,131,187,-4.88,0.22,319.64
mp-864684,Hf2MoIr,0.126710339,15.13283504,0.0,81,191,0.07,0.32,213.84
mp-864877,Hf2CoRe,0.127578815,14.90188551,0.0,88,188,0.1,0.3,228.8
mp-864890,Hf2FeIr,0.142581188,14.89805744,0.0,65,188,0.0,0.34,174.2
mp-864909,HfAlRu2,0.10185674199999999,10.97775589,0.0,80,195,0.02,0.32,211.2
mp-864926,HfPaTc2,0.140979675,13.24559534,0.0,45,168,1.65,0.38,124.2
mp-865019,HfGaRh2,0.124865954,11.95377551,0.0,89,189,-5.21,0.3,231.4
mp-865020,HfMgIr2,0.137693981,14.9396073,0.0,99,185,0.08,0.27,251.46
mp-865025,HfTaRe2,0.116286239,17.86085755,0.0,117,273,0.1,0.31,306.54
mp-865030,HfScRu2,0.117531686,10.52003012,0.0,80,178,0.31,0.3,208.0
mp-865038,HfTaTc2,0.123758003,13.75278574,0.0,99,227,0.31,0.31,259.38
mp-865050,HfMgRh2,0.133977553,10.44781773,0.0,71,156,0.01,0.3,184.6
mp-865130,Hf2MoRh,0.12524376199999998,13.09614645,0.0,78,174,0.38,0.31,204.36
mp-865131,Hf2OsRh,0.116996814,15.490169199999999,0.0,46,202,2.53,0.39,127.88
mp-865138,Hf2MnIr,0.121798887,14.97080708,0.0,87,196,0.22,0.31,227.94
mp-865215,TmHfRu2,0.146681721,12.75865623,0.0,73,157,0.43,0.3,189.8
mp-865846,LuHfRu2,0.13001911900000002,13.04803148,0.0,75,163,0.38,0.3,195.0
mp-866088,Hf2CoTc,0.13206811300000001,12.87493177,0.0,82,170,0.22,0.29,211.56
mp-866117,HfZnAu2,0.218506325,14.75026669,0.0,17,137,16.17,0.44,48.96
mp-867148,LiHfRh2,0.149378906,10.67610969,0.0,57,152,0.0,0.33,151.62
mp-867327,Hf2TcRu,0.11747196800000001,13.45156018,0.0,91,194,0.33,0.3,236.6
mp-977407,Hf2ReRh,0.119739129,15.30780954,0.0,93,150,0.06,0.24,230.64
mp-983123,HfMgAu2,0.205879578,13.16185811,0.0,33,110,4.12,0.36,89.76
